item_id	title	genres	director	producer	actors	release_date	duration	age_rating	imdb_rating	imdb_num_reviews	item_rating_count	popularity	description	genres_list	directors_list	producers_list	actors_list
1246	Bushwhacked (1995)	Comedy	Greg Beeman	John Jordan, Bobby Farrelly, and Tommy Swerdlow	Daniel Stern, Jon Polito, Brad Sullivan, Ann Dowd, Anthony Heald, Tom Wood, Blake Bashoff, Corey Carrier, Michael Galeota, Max Goldblatt, Ari Greenberg, Janna Michaels, Natalie West, Michael P. Byrne, Michael ONeill, Jane Morris, Christopher Curry, and Kenny Johnson	1995	1h 30min	PG-13	5.6	5.9K	7	average	On the run from authorities, a sleazy courier poses as a Scout leader on a camping trip. But he has no idea what he's in for when he must actually take charge of a group of kids.	['Comedy']	['Greg Beeman']	['John Jordan', 'Bobby Farrelly', 'Tommy Swerdlow']	['Daniel Stern', 'Jon Polito', 'Brad Sullivan', 'Ann Dowd', 'Anthony Heald', 'Tom Wood', 'Blake Bashoff', 'Corey Carrier', 'Michael Galeota', 'Max Goldblatt', 'Ari Greenberg', 'Janna Michaels', 'Natalie West', 'Michael P. Byrne', 'Michael ONeill', 'Jane Morris', 'Christopher Curry', 'Kenny Johnson']
388	Beverly Hills Cop III (1994)	Action and Comedy	John Landis	Danilo Bach, Daniel Petrie Jr., and Steven E. de Souza	Eddie Murphy, Jon Tenney, Joey Travolta, Eugene Collier, Jimmy Ortega, Ousaun Elam, Ray Lykins, Tim Gilbert, Rick Avery, Gilbert R. Hill, Dick Purtan, Fred Asparagus, Louis Lombardi, Lindsey Ginter, Timothy Carhart, Michael Bowen, David Parry, and Stephen McHattie	1994	1h 44min	R	5.6	79K	28	average	Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who killed his boss are running a counterfeit money ring out of a theme park in Los Angeles.	['Action', 'Comedy']	['John Landis']	['Danilo Bach', 'Daniel Petrie Jr.', 'Steven E. de Souza']	['Eddie Murphy', 'Jon Tenney', 'Joey Travolta', 'Eugene Collier', 'Jimmy Ortega', 'Ousaun Elam', 'Ray Lykins', 'Tim Gilbert', 'Rick Avery', 'Gilbert R. Hill', 'Dick Purtan', 'Fred Asparagus', 'Louis Lombardi', 'Lindsey Ginter', 'Timothy Carhart', 'Michael Bowen', 'David Parry', 'Stephen McHattie']
865	Ice Storm, The (1997)	Drama	Ang Lee	Rick Moody and James Schamus	Kevin Kline, Joan Allen, Sigourney Weaver, Henry Czerny, Tobey Maguire, Christina Ricci, Elijah Wood, Adam Hann-Byrd, David Krumholtz, Jamey Sheridan, Kate Burton, William Cain, Michael Cumpsty, Maia Danziger, Katie Holmes, Michael Egerman, Christine Farrell, and Glenn Fitzgerald	1997	1h 52min	R	7.4	55K	21	average	In suburban New Canaan, Connecticut, 1973, middle-class families experimenting with casual sex and substance abuse find their lives beyond their control.	['Drama']	['Ang Lee']	['Rick Moody', 'James Schamus']	['Kevin Kline', 'Joan Allen', 'Sigourney Weaver', 'Henry Czerny', 'Tobey Maguire', 'Christina Ricci', 'Elijah Wood', 'Adam Hann-Byrd', 'David Krumholtz', 'Jamey Sheridan', 'Kate Burton', 'William Cain', 'Michael Cumpsty', 'Maia Danziger', 'Katie Holmes', 'Michael Egerman', 'Christine Farrell', 'Glenn Fitzgerald']
1121	Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)	Drama and Musical	Jacques Demy	Jacques Demy	Catherine Deneuve, Nino Castelnuovo, Anne Vernon, Marc Michel, Ellen Farner, Mireille Perrey, Jean Champion, Pierre Caden, Jean-Pierre Dorat, Bernard Fradet, Michel Benoist, Philippe Dumat, Dorothée Blanck, Jane Carat, Harald Wolff, Danielle Licari, José Bartel, and Christiane Legrand	1964	1h 31min	Not Rated	7.8	26K	21	average	A young woman separated from her lover by war faces a life-altering decision.	['Drama', 'Musical']	['Jacques Demy']	['Jacques Demy']	['Catherine Deneuve', 'Nino Castelnuovo', 'Anne Vernon', 'Marc Michel', 'Ellen Farner', 'Mireille Perrey', 'Jean Champion', 'Pierre Caden', 'Jean-Pierre Dorat', 'Bernard Fradet', 'Michel Benoist', 'Philippe Dumat', 'Dorothée Blanck', 'Jane Carat', 'Harald Wolff', 'Danielle Licari', 'José Bartel', 'Christiane Legrand']
697	Basketball Diaries, The (1995)	Drama	Scott Kalvert	Jim Carroll and Bryan Goluboff	Leonardo DiCaprio, Lorraine Bracco, Marilyn Sokol, James Madio, Patrick McGaw, Mark Wahlberg, Roy Cooper, Vincent Pastore, Bruno Kirby, Jimmy Papiris, Nick Gaetani, Alexander Chaplin, Ben Jorgensen, Josh Mostel, Juliette Lewis, Michael Imperioli, Akiko Ashley, and Ernie Hudson	1995	1h 42min	R	7.3	106K	40	average	A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.	['Drama']	['Scott Kalvert']	['Jim Carroll', 'Bryan Goluboff']	['Leonardo DiCaprio', 'Lorraine Bracco', 'Marilyn Sokol', 'James Madio', 'Patrick McGaw', 'Mark Wahlberg', 'Roy Cooper', 'Vincent Pastore', 'Bruno Kirby', 'Jimmy Papiris', 'Nick Gaetani', 'Alexander Chaplin', 'Ben Jorgensen', 'Josh Mostel', 'Juliette Lewis', 'Michael Imperioli', 'Akiko Ashley', 'Ernie Hudson']
618	Picnic (1955)	Drama	Joshua Logan	Daniel Taradash and William Inge	William Holden, Kim Novak, Betty Field, Susan Strasberg, Cliff Robertson, Arthur OConnell, Verna Felton, Reta Shaw, Nick Adams, Raymond Bailey, Elizabeth Wilson, Rosalind Russell, Warren Frederick Adams, Carle E. Baker, George E. Bemis, Steve Benton, Harold A. Beyer, and Paul R. Cochran	1955	1h 55min	Approved	7.1	8.5K	18	average	Emotions are ignited amongst the complacent townsfolk when a handsome drifter arrives in a small Kansas community on the morning of the Labour Day picnic.	['Drama']	['Joshua Logan']	['Daniel Taradash', 'William Inge']	['William Holden', 'Kim Novak', 'Betty Field', 'Susan Strasberg', 'Cliff Robertson', 'Arthur OConnell', 'Verna Felton', 'Reta Shaw', 'Nick Adams', 'Raymond Bailey', 'Elizabeth Wilson', 'Rosalind Russell', 'Warren Frederick Adams', 'Carle E. Baker', 'George E. Bemis', 'Steve Benton', 'Harold A. Beyer', 'Paul R. Cochran']
1644	Sudden Manhattan (1996)	Comedy	Adrienne Shelly	Adrienne Shelly	Adrienne Shelly, Tim Guinee, Roger Rees, Louise Lasser, Hynden Walch, Jon Sklaroff, Paul Cassell, Chuck Montgomery, Dave Simonds, Melinda Wade, Pamela Gray, Brian Quirk, C.C. Loveheart, Shirl Bernheim, Elizabeth Newett, Garry Goodrow, Bobby Caravella, and Bill Boggs	1996	1h 20min	Not Rated	6.1	345	2	unpopular	Donna witnesses identical murders on the same street on different days. Is this a supernatural conspiracy or is she merely cracking up?	['Comedy']	['Adrienne Shelly']	['Adrienne Shelly']	['Adrienne Shelly', 'Tim Guinee', 'Roger Rees', 'Louise Lasser', 'Hynden Walch', 'Jon Sklaroff', 'Paul Cassell', 'Chuck Montgomery', 'Dave Simonds', 'Melinda Wade', 'Pamela Gray', 'Brian Quirk', 'C.C. Loveheart', 'Shirl Bernheim', 'Elizabeth Newett', 'Garry Goodrow', 'Bobby Caravella', 'Bill Boggs']
237	Jerry Maguire (1996)	Drama and Romance	Cameron Crowe	Cameron Crowe	Tom Cruise, Cuba Gooding Jr., Renée Zellweger, Kelly Preston, Jerry OConnell, Jay Mohr, Bonnie Hunt, Regina King, Jonathan Lipnicki, Todd Louiso, Mark Pellington, Jeremy Suarez, Jared Jussim, Benjamin Kimball Smith, Ingrid Beer, Jann Wenner, Nada Despotovich, and Alexandra Wentworth	1996	2h 19min	R	7.3	253K	384	popular	When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.	['Drama', 'Romance']	['Cameron Crowe']	['Cameron Crowe']	['Tom Cruise', 'Cuba Gooding Jr.', 'Renée Zellweger', 'Kelly Preston', 'Jerry OConnell', 'Jay Mohr', 'Bonnie Hunt', 'Regina King', 'Jonathan Lipnicki', 'Todd Louiso', 'Mark Pellington', 'Jeremy Suarez', 'Jared Jussim', 'Benjamin Kimball Smith', 'Ingrid Beer', 'Jann Wenner', 'Nada Despotovich', 'Alexandra Wentworth']
1216	Kissed (1996)	Romance	Lynne Stopkewich	Angus Fraser, Lynne Stopkewich, and Barbara Gowdy	Molly Parker, Peter Outerbridge, Jay Brazeau, Natasha Morley, Jessie Winter Mudie, James Timmons, Joe Maffei, Robert Thurston, Annabel Kershaw, Tim Dixon, Amber Warnat, Bill Finck, Janet Craig, Edward Davey, Hamish Wilson, Valerie Boeke, Jeff Richards, and Noel Boulanger	1996	1h 18min	unknown	6.4	3.7K	6	average	Over the years, a child's romantic ideals about death blossom into necrophilia, the study of embalming and the most profound relationship of her life.	['Romance']	['Lynne Stopkewich']	['Angus Fraser', 'Lynne Stopkewich', 'Barbara Gowdy']	['Molly Parker', 'Peter Outerbridge', 'Jay Brazeau', 'Natasha Morley', 'Jessie Winter Mudie', 'James Timmons', 'Joe Maffei', 'Robert Thurston', 'Annabel Kershaw', 'Tim Dixon', 'Amber Warnat', 'Bill Finck', 'Janet Craig', 'Edward Davey', 'Hamish Wilson', 'Valerie Boeke', 'Jeff Richards', 'Noel Boulanger']
1312	Pompatus of Love, The (1996)	Comedy and Drama	Don DuPree	Roger Ebert and Gene Siskel	Roger Ebert and Gene Siskel	unknown	unknown	unknown	unknown	unknown	7	average	"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide."	['Comedy', 'Drama']	['Don DuPree']	['Roger Ebert', 'Gene Siskel']	['Roger Ebert', 'Gene Siskel']
1116	Mark of Zorro, The (1940)	Adventure	Rouben Mamoulian	John Taintor Foote, Garrett Fort, and Bess Meredyth	Tyrone Power, Linda Darnell, Basil Rathbone, Gale Sondergaard, Eugene Pallette, J. Edward Bromberg, Montagu Love, Janet Beecher, George Regas, Chris-Pin Martin, Robert Lowery, Belle Mitchell, John Bleifer, Frank Puglia, Eugene Borden, Pedro de Cordoba, Guy DEnnery, and Ed Agresti	1940	1h 34min	Approved	7.6	9.9K	13	average	A young Spanish aristocrat must masquerade as a fop in order to maintain his secret identity of Zorro as he restores justice to early California.	['Adventure']	['Rouben Mamoulian']	['John Taintor Foote', 'Garrett Fort', 'Bess Meredyth']	['Tyrone Power', 'Linda Darnell', 'Basil Rathbone', 'Gale Sondergaard', 'Eugene Pallette', 'J. Edward Bromberg', 'Montagu Love', 'Janet Beecher', 'George Regas', 'Chris-Pin Martin', 'Robert Lowery', 'Belle Mitchell', 'John Bleifer', 'Frank Puglia', 'Eugene Borden', 'Pedro de Cordoba', 'Guy DEnnery', 'Ed Agresti']
1395	Hurricane Streets (1998)	Drama	Morgan J. Freeman	Morgan J. Freeman	Brendan Sexton III, Shawn Elliott, Antoine McLean, Mtume Gant, Carlo Alban, David Roland Frank, Adrian Grenier, Lynn Cohen, L.M. Kit Carson, Edie Falco, Isidra Vega, Andy Ko, José Zúñiga, Terry Alexander, Heather Matarazzo, Socorro Santiago, Jinn S. Kim, and Damian Corrente	1997	1h 26min	R	6.4	1.2K	6	average	A teenage petty criminal dreams of escaping his increasingly unlawful lifestyle when he meets a sweet girl who hopes to one day travel to Alaska.	['Drama']	['Morgan J. Freeman']	['Morgan J. Freeman']	['Brendan Sexton III', 'Shawn Elliott', 'Antoine McLean', 'Mtume Gant', 'Carlo Alban', 'David Roland Frank', 'Adrian Grenier', 'Lynn Cohen', 'L.M. Kit Carson', 'Edie Falco', 'Isidra Vega', 'Andy Ko', 'José Zúñiga', 'Terry Alexander', 'Heather Matarazzo', 'Socorro Santiago', 'Jinn S. Kim', 'Damian Corrente']
142	Bedknobs and Broomsticks (1971)	Adventure, Children's, and Musical	Robert Stevenson and Ward Kimball	Ralph Wright, Ted Berman, and Bill Walsh	Angela Lansbury, David Tomlinson, Roddy McDowall, Sam Jaffe, John Ericson, Bruce Forsyth, Cindy OCallaghan, Roy Snart, Ian Weighill, Tessie OShea, Arthur Gould-Porter, Ben Wrigley, Reginald Owen, Cyril Delevanti, Rick Traeger, Manfred Lating, John Orchard, and Bob Holt	1971	1h 57min	G	7.1	36K	57	average	An apprentice witch, three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II.	"['Adventure', ""Children's"", 'Musical']"	['Robert Stevenson', 'Ward Kimball']	['Ralph Wright', 'Ted Berman', 'Bill Walsh']	['Angela Lansbury', 'David Tomlinson', 'Roddy McDowall', 'Sam Jaffe', 'John Ericson', 'Bruce Forsyth', 'Cindy OCallaghan', 'Roy Snart', 'Ian Weighill', 'Tessie OShea', 'Arthur Gould-Porter', 'Ben Wrigley', 'Reginald Owen', 'Cyril Delevanti', 'Rick Traeger', 'Manfred Lating', 'John Orchard', 'Bob Holt']
799	Boys Life (1995)	Drama	Barry Purves	Jo Cameron Brown, Homer, and Barry Purves	Derek Jacobi, Simon Green, David Holt, and Tim Morgan	1995	11min	unknown	6.6	356	5	unpopular	With the loss of Patroclus (his undeclared male lover), Greek warrior Achilles returns to the Trojan War.	['Drama']	['Barry Purves']	['Jo Cameron Brown', 'Homer', 'Barry Purves']	['Derek Jacobi', 'Simon Green', 'David Holt', 'Tim Morgan']
188	Full Metal Jacket (1987)	Action, Drama, and War	Stanley Kubrick	Stanley Kubrick, Michael Herr, and Gustav Hasford	Matthew Modine, R. Lee Ermey, Vincent DOnofrio, Adam Baldwin, Dorian Harewood, Kevyn Major Howard, Arliss Howard, Ed ORoss, John Terry, Kieron Jecchinis, Kirk Taylor, Tim Colceri, Jon Stafford, Bruce Boa, Ian Tyler, Sal Lopez, Gary Landon Mills, and Papillon Soo	1987	1h 56min	R	8.3	703K	170	popular	A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.	['Action', 'Drama', 'War']	['Stanley Kubrick']	['Stanley Kubrick', 'Michael Herr', 'Gustav Hasford']	['Matthew Modine', 'R. Lee Ermey', 'Vincent DOnofrio', 'Adam Baldwin', 'Dorian Harewood', 'Kevyn Major Howard', 'Arliss Howard', 'Ed ORoss', 'John Terry', 'Kieron Jecchinis', 'Kirk Taylor', 'Tim Colceri', 'Jon Stafford', 'Bruce Boa', 'Ian Tyler', 'Sal Lopez', 'Gary Landon Mills', 'Papillon Soo']
263	Steel (1997)	Action	Kenneth Johnson	Louise Simonson, Jon Bogdanove, and Kenneth Johnson	Shaquille ONeal, Annabeth Gish, Judd Nelson, Richard Roundtree, Irma P. Hall, Ray J, Harvey Silver, Charles Napier, Kerrie Keane, Eric Pierpoint, Tembi Locke, Thom Barry, Gary Graham, Eric Saiet, Hill Harper, George Lemore, Joseph Palmer, and Eric Poppick	1997	1h 37min	PG-13	2.9	12K	19	average	A scientist for the military turns himself into a cartoon-like superhero when a version of one of his own weapons is being used against enemies.	['Action']	['Kenneth Johnson']	['Louise Simonson', 'Jon Bogdanove', 'Kenneth Johnson']	['Shaquille ONeal', 'Annabeth Gish', 'Judd Nelson', 'Richard Roundtree', 'Irma P. Hall', 'Ray J', 'Harvey Silver', 'Charles Napier', 'Kerrie Keane', 'Eric Pierpoint', 'Tembi Locke', 'Thom Barry', 'Gary Graham', 'Eric Saiet', 'Hill Harper', 'George Lemore', 'Joseph Palmer', 'Eric Poppick']
92	True Romance (1993)	Action, Crime, and Romance	Tony Scott	Quentin Tarantino and Roger Avary	Christian Slater, Patricia Arquette, Dennis Hopper, Val Kilmer, Gary Oldman, Brad Pitt, Christopher Walken, Bronson Pinchot, Samuel L. Jackson, Michael Rapaport, Saul Rubinek, Conchata Ferrell, James Gandolfini, Anna Thomson, Victor Argo, Paul Bates, Chris Penn, and Tom Sizemore	1993	1h 59min	R	7.9	217K	104	average	In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.	['Action', 'Crime', 'Romance']	['Tony Scott']	['Quentin Tarantino', 'Roger Avary']	['Christian Slater', 'Patricia Arquette', 'Dennis Hopper', 'Val Kilmer', 'Gary Oldman', 'Brad Pitt', 'Christopher Walken', 'Bronson Pinchot', 'Samuel L. Jackson', 'Michael Rapaport', 'Saul Rubinek', 'Conchata Ferrell', 'James Gandolfini', 'Anna Thomson', 'Victor Argo', 'Paul Bates', 'Chris Penn', 'Tom Sizemore']
1221	When a Man Loves a Woman (1994)	Drama	Luis Mandoki	Ronald Bass and Al Franken	Meg Ryan, Andy Garcia, Ellen Burstyn, Tina Majorino, Mae Whitman, Lauren Tom, Philip Seymour Hoffman, Eugene Roche, Gail Strickland, Steven Brill, Susanna Thompson, Erinn Canavan, LaTanya Richardson Jackson, Bari K. Willerford, James Jude Courtney, Jacques De Groot, Anne Ohliger, and Tony Montero	1994	2h 6min	R	6.6	21K	39	average	The seemingly perfect relationship between a man and his wife is tested as a result of her alcoholism.	['Drama']	['Luis Mandoki']	['Ronald Bass', 'Al Franken']	['Meg Ryan', 'Andy Garcia', 'Ellen Burstyn', 'Tina Majorino', 'Mae Whitman', 'Lauren Tom', 'Philip Seymour Hoffman', 'Eugene Roche', 'Gail Strickland', 'Steven Brill', 'Susanna Thompson', 'Erinn Canavan', 'LaTanya Richardson Jackson', 'Bari K. Willerford', 'James Jude Courtney', 'Jacques De Groot', 'Anne Ohliger', 'Tony Montero']
921	Farewell My Concubine (1993)	Drama and Romance	Kaige Chen	Pik-Wah Lee and Wei Lu	Leslie Cheung, Fengyi Zhang, Gong Li, You Ge, Da Ying, Qi Lü, Han Lei, Di Tong, Zhi Yin, Mingwei Ma, Hailong Zhao, Zhenxiang Fei, Dan Li, Yongchao Yang, Fei Huang, Wenli Jiang, Yitong Zhi, and Chun Li	1993	2h 51min	R	8.1	27K	46	average	Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.	['Drama', 'Romance']	['Kaige Chen']	['Pik-Wah Lee', 'Wei Lu']	['Leslie Cheung', 'Fengyi Zhang', 'Gong Li', 'You Ge', 'Da Ying', 'Qi Lü', 'Han Lei', 'Di Tong', 'Zhi Yin', 'Mingwei Ma', 'Hailong Zhao', 'Zhenxiang Fei', 'Dan Li', 'Yongchao Yang', 'Fei Huang', 'Wenli Jiang', 'Yitong Zhi', 'Chun Li']
68	Crow, The (1994)	Action, Romance, and Thriller	nan	nan	nan	unknown	unknown	unknown	unknown	unknown	134	average	"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide."	['Action', 'Romance', 'Thriller']	['nan']	['nan']	['nan']
1094	Thin Line Between Love and Hate, A (1996)	Comedy	Martin Lawrence	Martin Lawrence, Bentley Kyle Evans, and Kenny Buford	Martin Lawrence, Lynn Whitfield, Regina King, Bobby Brown, Della Reese, Malinda Williams, Daryl Mitchell, Roger E. Mosley, Simbi Kali, Tangie Ambrose, Wendy Raquel Robinson, Stacii Jae Johnson, Miguel A. Núñez Jr., Faizon Love, Michael Bell, Dartanyan Edmonds, Greer Bohanon, and Michael Taliferro	1996	1h 48min	R	5.7	4.8K	12	average	A Fast Paced Woman-zing Club Promoter next in line to take over gets paid back in full when he scorns a beautiful woman with psychotic tendencies who will punish him for breaking her heart. A	['Comedy']	['Martin Lawrence']	['Martin Lawrence', 'Bentley Kyle Evans', 'Kenny Buford']	['Martin Lawrence', 'Lynn Whitfield', 'Regina King', 'Bobby Brown', 'Della Reese', 'Malinda Williams', 'Daryl Mitchell', 'Roger E. Mosley', 'Simbi Kali', 'Tangie Ambrose', 'Wendy Raquel Robinson', 'Stacii Jae Johnson', 'Miguel A. Núñez Jr.', 'Faizon Love', 'Michael Bell', 'Dartanyan Edmonds', 'Greer Bohanon', 'Michael Taliferro']
848	Murder, My Sweet (1944)	Film-Noir and Thriller	Edward Dmytryk	John Paxton and Raymond Chandler	Dick Powell, Claire Trevor, Anne Shirley, Otto Kruger, Mike Mazurki, Miles Mander, Douglas Walton, Donald Douglas, Ralf Harolde, Esther Howard, Ernie Adams, Bernice Ahi, George Anderson, Edward Biby, Jack Carr, Tom Coleman, Ralph Dunn, and Sam Finn	1944	1h 35min	Approved	7.6	13K	9	average	After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.	['Film-Noir', 'Thriller']	['Edward Dmytryk']	['John Paxton', 'Raymond Chandler']	['Dick Powell', 'Claire Trevor', 'Anne Shirley', 'Otto Kruger', 'Mike Mazurki', 'Miles Mander', 'Douglas Walton', 'Donald Douglas', 'Ralf Harolde', 'Esther Howard', 'Ernie Adams', 'Bernice Ahi', 'George Anderson', 'Edward Biby', 'Jack Carr', 'Tom Coleman', 'Ralph Dunn', 'Sam Finn']
1209	Mixed Nuts (1994)	Comedy	Nora Ephron	Nora Ephron and Delia Ephron	Steve Martin, Madeline Kahn, Robert Klein, Anthony LaPaglia, Juliette Lewis, Rob Reiner, Adam Sandler, Liev Schreiber, Rita Wilson, Parker Posey, Jon Stewart, Joely Fisher, Steven Randazzo, Christine Cavanaugh, Henry Brown, Garry Shandling, Steven Wright, and Brian Markinson	1994	1h 37min	PG-13	5.4	11K	15	average	The events focus around a crisis hotline business on one crazy night during the Christmas holidays.	['Comedy']	['Nora Ephron']	['Nora Ephron', 'Delia Ephron']	['Steve Martin', 'Madeline Kahn', 'Robert Klein', 'Anthony LaPaglia', 'Juliette Lewis', 'Rob Reiner', 'Adam Sandler', 'Liev Schreiber', 'Rita Wilson', 'Parker Posey', 'Jon Stewart', 'Joely Fisher', 'Steven Randazzo', 'Christine Cavanaugh', 'Henry Brown', 'Garry Shandling', 'Steven Wright', 'Brian Markinson']
256	When the Cats Away (Chacun cherche son chat) (1996)	Comedy and Romance	Cédric Klapisch	Cédric Klapisch	Garance Clavel, Zinedine Soualem, Renée Le Calm, Olivier Py, Arapimou, Rambo, Simon Abkarian, Frédéric Aufray, Olivier Barny, Jane Bradbury, Joël Brisse, Olympe Brugeille, Franck Bussi, Marilyne Canto, Aline Chantal, Antoine Chappey, Pascal Chardin, and Andrée Damant	1996	1h 31min	R	6.8	3.3K	16	average	Chloe, a young woman, is going on holidays. She entrusts her beloved cat to Madame Renée's care. But one day Madame Renée (an old lady of the neighborhood) can not find the cat. Chloe starts searching the neighborhood... This is the pretext for the exploration of a quarter of Paris and his inhabitants.	['Comedy', 'Romance']	['Cédric Klapisch']	['Cédric Klapisch']	['Garance Clavel', 'Zinedine Soualem', 'Renée Le Calm', 'Olivier Py', 'Arapimou', 'Rambo', 'Simon Abkarian', 'Frédéric Aufray', 'Olivier Barny', 'Jane Bradbury', 'Joël Brisse', 'Olympe Brugeille', 'Franck Bussi', 'Marilyne Canto', 'Aline Chantal', 'Antoine Chappey', 'Pascal Chardin', 'Andrée Damant']
184	Army of Darkness (1993)	Action, Adventure, Comedy, Horror, and Sci-Fi	Sam Raimi	Sam Raimi and Ivan Raimi	Bruce Campbell, Embeth Davidtz, Marcus Gilbert, Ian Abercrombie, Richard Grove, Timothy Patrick Quill, Michael Earl Reid, Bridget Fonda, Patricia Tallman, Ted Raimi, Deke Anderson, Bruce Thomas, Sara Shearer, Shiva Gordon, Billy Bryan, Nadine Grycan, Bill Moseley, and Micheal Kenney	1992	1h 21min	R	7.5	169K	116	average	A sardonic hardware store clerk is accidentally transported to 1300 A.D., where he must retrieve the Necronomicon and battle an army of the dead so he can return home.	['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi']	['Sam Raimi']	['Sam Raimi', 'Ivan Raimi']	['Bruce Campbell', 'Embeth Davidtz', 'Marcus Gilbert', 'Ian Abercrombie', 'Richard Grove', 'Timothy Patrick Quill', 'Michael Earl Reid', 'Bridget Fonda', 'Patricia Tallman', 'Ted Raimi', 'Deke Anderson', 'Bruce Thomas', 'Sara Shearer', 'Shiva Gordon', 'Billy Bryan', 'Nadine Grycan', 'Bill Moseley', 'Micheal Kenney']
60	Three Colors: Blue (1993)	Drama	Krzysztof Kieslowski	Krzysztof Kieslowski, Krzysztof Piesiewicz, and Agnieszka Holland	Juliette Binoche, Zbigniew Zamachowski, Julie Delpy, Benoît Régent, Florence Pernel, Charlotte Véry, Hélène Vincent, Philippe Volter, Claude Duneton, Hugues Quester, Emmanuelle Riva, Florence Vignon, Daniel Martin, Jacek Ostaszewski, Catherine Therouenne, Yann Trégouët, Alain Ollivier, and Isabelle Sadoyan	1993	1h 34min	R	7.9	97K	64	average	A woman struggles to find a way to live her life after the death of her husband and child.	['Drama']	['Krzysztof Kieslowski']	['Krzysztof Kieslowski', 'Krzysztof Piesiewicz', 'Agnieszka Holland']	['Juliette Binoche', 'Zbigniew Zamachowski', 'Julie Delpy', 'Benoît Régent', 'Florence Pernel', 'Charlotte Véry', 'Hélène Vincent', 'Philippe Volter', 'Claude Duneton', 'Hugues Quester', 'Emmanuelle Riva', 'Florence Vignon', 'Daniel Martin', 'Jacek Ostaszewski', 'Catherine Therouenne', 'Yann Trégouët', 'Alain Ollivier', 'Isabelle Sadoyan']
78	Free Willy (1993)	Adventure, Children's, and Drama	Simon Wincer	Keith Walker and Corey Blechman	Jason James Richter, Lori Petty, Michael Madsen, Jayne Atkinson, August Schellenberg, Michael Ironside, Richard Riehle, Mykelti Williamson, Michael Bacall, Danielle Harris, Isaiah Malone, Betsy Toll, Rob Sample, Merrilyn Jones, Mickey Gaines, Justin R. Hall, Robert M. Duque, and Sam Samson	1993	1h 52min	PG	6.0	73K	33	average	When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale.	"['Adventure', ""Children's"", 'Drama']"	['Simon Wincer']	['Keith Walker', 'Corey Blechman']	['Jason James Richter', 'Lori Petty', 'Michael Madsen', 'Jayne Atkinson', 'August Schellenberg', 'Michael Ironside', 'Richard Riehle', 'Mykelti Williamson', 'Michael Bacall', 'Danielle Harris', 'Isaiah Malone', 'Betsy Toll', 'Rob Sample', 'Merrilyn Jones', 'Mickey Gaines', 'Justin R. Hall', 'Robert M. Duque', 'Sam Samson']
734	Made in America (1993)	Comedy	Richard Benjamin	Marcia Brandwynne, Nadine Schiff, and Holly Goldberg Sloan	Whoopi Goldberg, Ted Danson, Will Smith, Nia Long, Paul Rodriguez, Jennifer Tilly, Peggy Rea, Clyde Kusatsu, David Bowe, Jeff Joseph, Rawley Valverde, Fred Mancuso, Charlene Fernetz, Shawn Levy, Lu Leonard, Joe Lerer, Janice Edwards, and Michael McFall	1993	1h 51min	PG-13	5.1	16K	27	average	A young black woman discovers that her father was a sperm donor, and if that weren't bad enough, he's white.	['Comedy']	['Richard Benjamin']	['Marcia Brandwynne', 'Nadine Schiff', 'Holly Goldberg Sloan']	['Whoopi Goldberg', 'Ted Danson', 'Will Smith', 'Nia Long', 'Paul Rodriguez', 'Jennifer Tilly', 'Peggy Rea', 'Clyde Kusatsu', 'David Bowe', 'Jeff Joseph', 'Rawley Valverde', 'Fred Mancuso', 'Charlene Fernetz', 'Shawn Levy', 'Lu Leonard', 'Joe Lerer', 'Janice Edwards', 'Michael McFall']
